source_order,lesson,word,phonetic,meaning_cn,example_en,example_cn,tag
660,4,commitment,,n. 承诺；信奉；承担的义务,,,CET6-Lesson4
661,4,aspect,,n. 方面；朝向；外观,,,CET6-Lesson4
662,4,investigate,,v. 调查，调查研究,,,CET6-Lesson4
663,4,interact,,vi. 相互作用,,,CET6-Lesson4
664,4,retail,,v./n./ad. 零售,,,CET6-Lesson4
665,4,frustrate,,vt. 使沮丧；挫败,,,CET6-Lesson4
666,4,exhibit,,vt. 显示；展览 n. 展览品,,,CET6-Lesson4
667,4,candidate,,n. 申请求职者；候选人,,,CET6-Lesson4
668,4,attain,,vt. 达到，获得,,,CET6-Lesson4
669,4,odd,,a. 奇特的，古怪的；临时的； 单的，不成对的；奇数的；剩余的 n. （pl.）可能性,,,CET6-Lesson4
670,4,judg(e)ment,,n. 看法，评价；判断，判断力；审判,,,CET6-Lesson4
671,4,personality,,n. 个性；人物,,,CET6-Lesson4
672,4,confidence,,n. 信任；信心,,,CET6-Lesson4
673,4,intelligent,,a. 聪明的,,,CET6-Lesson4
674,4,embrace,,vt./n. 拥抱，怀抱；包括，包围,,,CET6-Lesson4
675,4,statement,,n. 声明；结算单；报表,,,CET6-Lesson4
676,4,related,,a. 与…有亲戚关系的；有关系的,,,CET6-Lesson4
677,4,tender,,a. 嫩的；疼痛的；温柔的 vt. （正式）提出 vi. （for）投标 n. 投标,,,CET6-Lesson4
678,4,appropriate,,a. 适当的,,,CET6-Lesson4
679,4,philosopher,,n. 哲学家,,,CET6-Lesson4
680,4,pursuit,,n. 追求；追赶；（常pl.）（花时间和精力的）事，嗜好,,,CET6-Lesson4
681,4,ideal,,a. 理想的；想象的，空想的 n. 理想；理想的东西（或人）,,,CET6-Lesson4
682,4,sacrifice,,n. 牺牲，舍身；献祭，供奉；祭品 vt. 牺牲，献出；献祭,,,CET6-Lesson4
683,4,summit,,n. （山等的）最高点；最高级会议； 顶峰，极点,,,CET6-Lesson4
684,4,quest,,n. 寻求，搜索，追求,,,CET6-Lesson4
685,4,volunteer,,n. 志愿者；志愿兵 vt. 自愿（做）；自愿提供 vi. 自愿，志愿当兵,,,CET6-Lesson4
686,4,considering,,prep.就...来说；考虑到,,,CET6-Lesson4
687,4,surf,,v. 冲浪；上网浏览信息 n. 激浪,,,CET6-Lesson4
688,4,generous,,a. 慷慨的；宽宏大量的,,,CET6-Lesson4
689,4,comment,,n. 评论；闲话 vt. 评论,,,CET6-Lesson4
690,4,doubtful,,a.难以预测的，可疑的,,,CET6-Lesson4
691,4,optimistic,,a. 乐观（主义）的,,,CET6-Lesson4
692,4,impression,,n. 印象，感觉；印记,,,CET6-Lesson4
693,4,exhaust,,vt. 使筋疲力尽；用光，耗尽； 详尽论述 n. 排气装置,,,CET6-Lesson4
694,4,impress,,vt. 给…以深刻的印象,,,CET6-Lesson4
695,4,depress,,vt. 使沮丧；削弱；使不景气,,,CET6-Lesson4
696,4,alcohol,,n. 含酒精的饮料，酒精,,,CET6-Lesson4
697,4,champagne,,n. 香槟酒,,,CET6-Lesson4
698,4,entertain,,vt. 招待，款待；给…娱乐，使快乐 vi. 招待，请客,,,CET6-Lesson4
699,4,expense,,n. 花费；（pl.）开支,,,CET6-Lesson4
700,4,lessen,,v. 减少，减轻,,,CET6-Lesson4
701,4,refrain,,vi. （from）抑制，戒除,,,CET6-Lesson4
702,4,obligation,,n. 义务，责任,,,CET6-Lesson4
703,4,specific,,a. 特定的；明确的 n. （pl.）详情，细节,,,CET6-Lesson4
704,4,correspondence,,n. 信件，函件；通信； 符合，一致，相似,,,CET6-Lesson4
705,4,collection,,n. 收藏品；收集；聚集,,,CET6-Lesson4
706,4,resolution,,n. 正式决定，决议；决心，决意； 解决，解答,,,CET6-Lesson4
707,4,evaporate,,vi./vt. 蒸发；消失,,,CET6-Lesson4
708,4,discount,,n. （价格、债款等）折扣 vt. 把…打折扣；漠视,,,CET6-Lesson4
709,4,intention,,n. 意图，目的,,,CET6-Lesson4
710,4,calorie,,n. 大卡；卡（路里）,,,CET6-Lesson4
711,4,conclusion,,n. 结论；结尾；闭结,,,CET6-Lesson4
712,4,abandon,,vt. 丢弃；抛弃；放弃,,,CET6-Lesson4
713,4,ultimate,,a.极端的；最后的； n. 终极,,,CET6-Lesson4
714,4,illustrate,,vt. 说明；给…做插图说明,,,CET6-Lesson4
715,4,collide,,vi. 碰撞，互撞；冲突，抵触,,,CET6-Lesson4
716,4,trap,,n. 陷阱，捕捉器；圈套；困境 vt. 设陷阱捕捉；使中圈套,,,CET6-Lesson4
717,4,crawl,,n. 爬行；缓慢地行进,,,CET6-Lesson4
718,4,shatter,,vt. 使粉碎；使破灭 vi. 碎裂,,,CET6-Lesson4
719,4,rear,,n. 后部，尾部，背面；后方 a. 后部的，后面的 vt. 抚养，饲养，种植,,,CET6-Lesson4
720,4,infant,,n. 婴儿 a. 婴儿的，幼稚的,,,CET6-Lesson4
721,4,enclose,,vt. 围住；把…转入信封；附入,,,CET6-Lesson4
722,4,flame,,n. 火焰，火舌,,,CET6-Lesson4
723,4,heroic,,a. 英雄的，英勇的,,,CET6-Lesson4
724,4,adopt,,vt. 收养；采用，采取，批准,,,CET6-Lesson4
725,4,remarkable,,a. 值得注意的，非凡的,,,CET6-Lesson4
726,4,unfold,,vi. 展开；打开；显露 vt. 展现,,,CET6-Lesson4
727,4,clip,,n. 夹子，回形针；弹夹；剪；剪报，片断 vt. 夹住；修剪；削减,,,CET6-Lesson4
728,4,rescue,,vt./n. 营救，救援,,,CET6-Lesson4
729,4,skim,,vt. 撇（去）；掠过；浏览 vi. 浏览，略读,,,CET6-Lesson4
730,4,reveal,,vt. 揭露，泄露；展现，显示,,,CET6-Lesson4
731,4,divorce,,n./vi. 离婚，分离vt. 与…离婚,,,CET6-Lesson4
732,4,misfortune,,n. 不幸，逆境，不幸事故,,,CET6-Lesson4
733,4,miserable,,a. 痛苦的，令人难受的，悲惨的,,,CET6-Lesson4
734,4,industrialize/-ise,,v. （使）工业化,,,CET6-Lesson4
735,4,exceed,,vt. 超过，越出,,,CET6-Lesson4
736,4,log,,vt. 正式记录,,,CET6-Lesson4
737,4,shrink,,vi. 起皱；退缩 vt. 使起皱,,,CET6-Lesson4
738,4,stiff,,a. 硬的，僵直的；不灵活的；拘谨的； 艰难的；（风等）强烈的 ad. 僵硬地,,,CET6-Lesson4
739,4,rank,,n. 军衔；地位； （the pl.）（政党、组织等的）普通成员；排 vt. 把…分等 vi. 列入，（在序列中）占特定等级,,,CET6-Lesson4
740,4,preserve,,vt. 保护；保存；腌制,,,CET6-Lesson4
741,4,estimate,,n. 估计，估量；评价，看法 vt. 估计，估量,,,CET6-Lesson4
742,4,legal,,a. 法律（上）的；合法的，法定的,,,CET6-Lesson4
743,4,physical,,a. 身体的，物理的，物质的 n. 体检,,,CET6-Lesson4
744,4,coordinate,,vt. 调节，协调 n. 座标 a. 同等的,,,CET6-Lesson4
745,4,prime,,a. 首要的；最好的,,,CET6-Lesson4
746,4,disturb,,vt. 打扰；使不安；弄乱,,,CET6-Lesson4
747,4,disrupt,,vt. 使中断，扰乱,,,CET6-Lesson4
748,4,isolate,,vt. 使隔离，使孤立,,,CET6-Lesson4
749,4,evidently,,ad. 明显地，显然,,,CET6-Lesson4
750,4,critical,,a. 关键性的；决定性的；批评的,,,CET6-Lesson4
751,4,provided,,conj. 假如，若是,,,CET6-Lesson4
752,4,headquarters,,n. （机构、企业等的）总部，总店； 司令部，指挥部,,,CET6-Lesson4
753,4,collapse,,vi./n. 倒坍；崩溃,,,CET6-Lesson4
754,4,engine,,n. 发动机，引擎；机车；火车头,,,CET6-Lesson4
755,4,fascinating,,a. 迷人的,,,CET6-Lesson4
756,4,series,,n. 一系列；（电视）连续剧,,,CET6-Lesson4
757,4,orientation,,n. 方向，熟悉情况,,,CET6-Lesson4
758,4,devise,,vt. 发明，策划，想出,,,CET6-Lesson4
759,4,factor,,n. 因素，要素,,,CET6-Lesson4
760,4,creation,,n. 创造；产物；宇宙,,,CET6-Lesson4
761,4,venture,,n. 风险投资 vi. 冒险 vt. 敢于；拿…冒险，冒…的险,,,CET6-Lesson4
762,5,stroke,,n. 中风；击；笔划,,,CET6-Lesson5
763,5,invention,,n. 发明，捏造，发明的才能；创造,,,CET6-Lesson5
764,5,revenue,,n. 收入，收益；税收,,,CET6-Lesson5
765,5,apart,,ad. 相间隔；分开 a. 分离的,,,CET6-Lesson5
766,5,originate,,"vi. （in, from, with）起源于，来自，产生 vt. 创造，创始",,,CET6-Lesson5
767,5,appearance,,n. 出现；外表,,,CET6-Lesson5
768,5,poverty,,n. 贫穷，贫困,,,CET6-Lesson5
769,5,dread,,vt. 担忧；畏惧；惧怕 n. 担忧,,,CET6-Lesson5
770,5,depression,,n. 抑郁；萧条；不景气,,,CET6-Lesson5
771,5,boom,,n. （营业等）激增，（经济等的）繁荣；隆隆声 vi. 繁荣，迅速发展；发出隆隆声,,,CET6-Lesson5
772,5,evil,,a. 邪恶的 n. 邪恶，罪恶,,,CET6-Lesson5
773,5,inflation,,n. 通货膨胀；膨胀,,,CET6-Lesson5
774,5,squeeze,,vt. 挤，挤出；压榨，榨取；捏 vi. 挤，挤入，挤过 n. 挤；握（手）；拮据,,,CET6-Lesson5
775,5,stability,,n. 稳定，稳固,,,CET6-Lesson5
776,5,previous,,a. 以前的，在...之前,,,CET6-Lesson5
777,5,stem,,n. 茎，干；词干 vi. （from）起源于 vt. 堵住，止住,,,CET6-Lesson5
778,5,misery,,n. 痛苦，苦难；悲惨的境遇,,,CET6-Lesson5
779,5,contradiction,,n. 矛盾，不一致；否认，反驳,,,CET6-Lesson5
780,5,loose,,a. 松的；不精确的；自由的,,,CET6-Lesson5
781,5,liberate,,vt. 解放，使获自由；释出,,,CET6-Lesson5
782,5,individual,,a. 个别的，单独的，个人的；独特的 n. 个人，个体,,,CET6-Lesson5
783,5,promising,,a. 有希望的；有前途的,,,CET6-Lesson5
784,5,extravagant,,a. 奢侈的，过度的,,,CET6-Lesson5
785,5,inspire,,vt. 鼓舞；给…以灵感,,,CET6-Lesson5
786,5,breakdown,,n. 垮台；（健康、精神等）衰竭； （机器等的）损坏；分类,,,CET6-Lesson5
787,5,statistic,,n. 统计数值；统计资料；统计学,,,CET6-Lesson5
788,5,dominate,,vt. 在…中占首要地位；支配； 耸立于，俯视 vi. 处于支配地位,,,CET6-Lesson5
789,5,conservative,,a. 保守的；（式样等）不时新的 n. 保守的人,,,CET6-Lesson5
790,5,withdraw,,vt. 提取，收回；撤销；撤退 vi. 缩回，退出，撤退,,,CET6-Lesson5
791,5,domestic,,a. 国内的，家庭的，驯养的,,,CET6-Lesson5
792,5,typical,,a. 典型的，有代表性的,,,CET6-Lesson5
793,5,refine,,vt. 精炼，精制；使优美,,,CET6-Lesson5
794,5,elevate,,vt. 提高；举起,,,CET6-Lesson5
795,5,feminine,,a. 女性的；女子气的,,,CET6-Lesson5
796,5,grace,,n. 优美，优雅；（常pl.）风度，魅力 vt. 使优美，给…增光,,,CET6-Lesson5
797,5,observe,,vt. 注意到，察觉到；观察； 评说，评论；遵守，奉行,,,CET6-Lesson5
798,5,conform,,"vi. （to, with）遵守，适应，顺从； 一致，符合",,,CET6-Lesson5
799,5,considerable,,a. 相当大（或多）的,,,CET6-Lesson5
800,5,reserve,,vt. 保留；预订 n. 储备（物）； 保留，（言语、行动的）拘谨；替补队员,,,CET6-Lesson5
801,5,sentiment,,n. 意见；感情,,,CET6-Lesson5
802,5,corruption,,n. 腐败，贪污,,,CET6-Lesson5
803,5,morality,,n. 道德，（行为等的）道德性；德行，品行；道德观,,,CET6-Lesson5
804,5,poll,,n. 民意测验；（常pl.）政治选举，大选 vt. 对…进行民意测验；获得（…张选票）,,,CET6-Lesson5
805,5,exceedingly,,ad. 非常，极其,,,CET6-Lesson5
806,5,pitch,,vt. 投掷；使猛然倒下； （用某种方式或水平）表达,,,CET6-Lesson5
807,5,authority,,n. 权力，管辖权；（pl.）官方，当局； 当权者，行政管理机构；权威，专家,,,CET6-Lesson5
808,5,masculine,,a. 男性的，男子气的,,,CET6-Lesson5
809,5,adolescent,,n. 青少年 a. 青春期的,,,CET6-Lesson5
810,5,contemporary,,a. 当代的；同时代的 n. 同代人,,,CET6-Lesson5
811,5,stereotype,,n. 陈规，老套，固定的模式（或形象） vt. 对…形成固定看法,,,CET6-Lesson5
812,5,confuse,,vt. 使困惑；混淆；混乱,,,CET6-Lesson5
813,5,indication,,n. 指示；象征,,,CET6-Lesson5
814,5,defiance,,n. 违抗，藐视,,,CET6-Lesson5
815,5,inevitable,,a. 不可避免的,,,CET6-Lesson5
816,5,logic,,n. 逻辑（学），逻辑性,,,CET6-Lesson5
817,5,rational,,a. 理性的；合理的,,,CET6-Lesson5
818,5,hurricane,,n. 飓风,,,CET6-Lesson5
819,5,grant,,n. 拨款 vt. 授予，同意,,,CET6-Lesson5
820,5,spot,,n. 地点；污点；少量 vt. 认出；玷污,,,CET6-Lesson5
821,5,volcano,,n. 火山,,,CET6-Lesson5
822,5,erupt,,vi. （火山、喷泉等）喷发，（岩浆等）喷出； （战争、危机、问题等）爆发,,,CET6-Lesson5
823,5,threat,,n. 威胁；凶兆，征兆,,,CET6-Lesson5
824,5,gulf,,n. 海湾；鸿沟,,,CET6-Lesson5
825,5,corps,,n. 队，部队；一组,,,CET6-Lesson5
826,5,disabled,,a. 丧失能力的；有残疾的,,,CET6-Lesson5
827,5,apparent,,a. 显然的；表面上的,,,CET6-Lesson5
828,5,visual,,a. 视觉的，看得见的,,,CET6-Lesson5
829,5,vivid,,a. 生动的，栩栩如生的；鲜艳的,,,CET6-Lesson5
830,5,protest,,n. 抗议，反对 v. 抗议，反对,,,CET6-Lesson5
831,5,prevail,,"vi. 流行，盛行；（over）获胜，占优势； （on, upon）说服",,,CET6-Lesson5
832,5,rarely,,ad. 不常，难得,,,CET6-Lesson5
833,5,accidental,,a. 意外的,,,CET6-Lesson5
834,5,spur,,n. 刺激（物） vt. 激励，促进,,,CET6-Lesson5
835,5,splash,,v. 溅，泼 n. 溅泼声；溅出的水（或泥浆等）；（光、色等的）斑点,,,CET6-Lesson5
836,5,ensue,,vi. 接着发生，接踵而来,,,CET6-Lesson5
837,5,trace,,vt. 查出；追溯；描摹 n. 痕迹；微量,,,CET6-Lesson5
838,5,exile,,n./vt. 流放，放逐，被流放者,,,CET6-Lesson5
839,5,evacuate,,vt. 转移，撤离,,,CET6-Lesson5
840,5,displace,,vt. 取代，替代； 迫使…离开家园，使离开原位,,,CET6-Lesson5
841,5,convention,,n. 习俗，惯例；公约，协议；（正式）会议,,,CET6-Lesson5
842,5,overseas,,ad. 在（或向）海外；在国外 a. （在）海外的,,,CET6-Lesson5
843,5,deprive,,vt. （of）剥夺，使丧失,,,CET6-Lesson5
844,5,vain,,a. 徒劳的，无效的；自负的,,,CET6-Lesson5
845,5,decade,,n. 十年，十年期,,,CET6-Lesson5
846,5,endow,,vt. 捐赠，向…捐钱（或物）； （with）赋予，认为…具有某种特质,,,CET6-Lesson5
847,5,literature,,n. 文学；文学作品；文献,,,CET6-Lesson5
848,5,electronic,,a. 电子的 n. （-s）电子学；电子设备,,,CET6-Lesson5
849,5,region,,n. 地区，区域；范围,,,CET6-Lesson5
850,5,ethnic,,a. 种族的,,,CET6-Lesson5
851,5,provision,,n. 供应；准备；条款 （pl.）给养,,,CET6-Lesson5
852,5,patriot,,n. 爱国者，爱国主义者,,,CET6-Lesson5
853,5,federal,,a. 联邦（制）的；联邦政府的,,,CET6-Lesson5
854,5,democratic,,a. 民主的，有民主精神的,,,CET6-Lesson5
855,5,analyze/-yse,,vt. 分析，细察,,,CET6-Lesson5
856,5,undermine,,vt. 暗中破坏，逐渐削弱；侵蚀…的基础,,,CET6-Lesson5
857,5,democracy,,n. 民主，民主国家,,,CET6-Lesson5
858,5,flourish,,vi. 茂盛，兴旺 vt. 挥动,,,CET6-Lesson5
859,5,existence,,n. 存在；生存,,,CET6-Lesson5
860,5,deem,,vt. 认为，视为,,,CET6-Lesson5
861,5,tourism,,n. 游览，观光；旅游业,,,CET6-Lesson5
862,5,reservation,,n. （住处、座位等的）预订；保留； （美国印第安部落的）居留地,,,CET6-Lesson5
863,5,administration,,n. 管理，经营，支配； 管理部门，行政机关；执行，实行,,,CET6-Lesson5
864,5,rocket,,n. 火箭 vi. 迅速上升,,,CET6-Lesson5
865,5,bound,,a. 一定的，受约束的，必然的 vi. 跳跃；弹回 vt. 给…划界 n. 跳跃；（常pl.）界限,,,CET6-Lesson5
866,5,blast,,n. 爆炸；一阵，一股 vt. 炸,,,CET6-Lesson5
867,5,incredible,,a. 不可信的；难以置信的,,,CET6-Lesson5
868,5,approve,,vt. 赞成，同意；批准，核准 vi. （of）赞成，称许,,,CET6-Lesson5
869,5,invest,,vt. 投资；投入（时间、精力等）； 授予，赋予 vi. （in）投资,,,CET6-Lesson5
870,5,verge,,n. 边，边缘 vi. （on）接近，濒临,,,CET6-Lesson5
871,5,conclude,,vt. 推断出 vi. 结束，闭结,,,CET6-Lesson5
872,5,reliable,,a. 可靠的，可信赖的,,,CET6-Lesson5
873,5,launch,,"vt. 发动，发起（运动），推出（产品）； （into, in）使开始从事； 使（船）下水；发射 n. 发射，（船）下水，（新产品）投产",,,CET6-Lesson5
874,5,accommodation,,n. （常pl.）住处，膳宿,,,CET6-Lesson5
875,5,participant,,n. 参加者，参与者,,,CET6-Lesson5
876,5,resemble,,vt. 像，类似于,,,CET6-Lesson5
877,5,spacecraft,,n.航天器； 宇宙飞船,,,CET6-Lesson5
878,5,shuttle,,n. 航天飞机；梭子 vi. 穿梭般来回 vt. （短程）穿梭运送,,,CET6-Lesson5
879,5,rotate,,v. （使）旋转；（使）轮流,,,CET6-Lesson5
880,5,attraction,,n. 吸引力；具有吸引力的人（或事物),,,CET6-Lesson5
881,5,conduct,,vt. 管理，指挥，传导；（oneself）（行为）表现；n. 举止,,,CET6-Lesson5
882,5,entertainment,,n. 娱乐，文娱节目，表演会； 招待，款待，请客,,,CET6-Lesson5
883,5,convenience,,n. 方便，便利设施,,,CET6-Lesson5
884,5,function,,n. 功能；职能；函数 vi. 运行,,,CET6-Lesson5
885,5,structure,,n./vt.结构，构造，建筑物,,,CET6-Lesson5
886,5,facility,,n. （pl.）设备；便利,,,CET6-Lesson5
887,5,exotic,,a. 奇异的，外（国）来的；异国情调的,,,CET6-Lesson5
888,5,retreat,,vi. 退却，撤退；规避，退缩 n. 退却，撤退；隐退处,,,CET6-Lesson5
889,5,folk,,n. （pl.）亲属，父母；人们；[pl.]大伙儿，各位 a. 民间的,,,CET6-Lesson5
890,5,orbit,,n. 轨道 v. （绕…）做轨道运行,,,CET6-Lesson5
891,5,joint,,a. 连接的；共同的 n. 关节，接头,,,CET6-Lesson5
892,5,association,,n. 协会；交往；联合,,,CET6-Lesson5
893,5,tremendous,,a. 巨大的，精彩的,,,CET6-Lesson5
894,5,frequency,,n. 次数；频繁,,,CET6-Lesson5
895,5,recommend,,vt. 推荐；劝告，建议；使成为可取,,,CET6-Lesson5
896,5,available,,a. （现成）可使用的，可得到的,,,CET6-Lesson5
897,5,satisfied,,a. 满意的，满足的,,,CET6-Lesson5
898,5,tenant,,n. 房客，佃户,,,CET6-Lesson5
899,5,diagnose,,vt. 诊断，判断,,,CET6-Lesson5
900,5,symptom,,n. 症状；征候，征兆,,,CET6-Lesson5
901,5,sneak,,vi.偷偷地走； 溜 vt. 偷偷地做,,,CET6-Lesson5
902,5,nurture,,vt./n. 养育，培育，滋养,,,CET6-Lesson5
903,5,trim,,vt. 修剪；削减；装饰 a. 苗条的，修长的；整齐的，整洁的 n. 修剪,,,CET6-Lesson5
904,5,haul,,vt. （用力）拖，拉；（用车等）拖运，运送 n. 拖，拉；一次获得（或偷得等）的数量,,,CET6-Lesson5
905,5,garbage,,n. 垃圾，废物；废话；无用（或不正确）的资料,,,CET6-Lesson5
906,5,drag,,vt. 拖，拉；迫使，硬拉 vi. 拖着脚步走；拖延 n. 累赘；一吸，一抽，一饮,,,CET6-Lesson5
907,5,curb,,vt. 控制 n. 控制，约束；路缘,,,CET6-Lesson5
908,5,property,,n. 财产；房产；性质,,,CET6-Lesson5
909,5,sue,,vi. 控告；（for）要求 vt. 控告,,,CET6-Lesson5
910,5,compensation,,n. 补偿（或赔偿）的款物；补偿，赔偿,,,CET6-Lesson5
911,5,concession,,n. 让步，妥协；特许，特许权；承认,,,CET6-Lesson5
912,5,intimidate,,vt. 恐吓，威胁,,,CET6-Lesson5
913,5,tragic,,a. 悲惨的；悲剧（性）的,,,CET6-Lesson5
914,5,aviation,,n. 航空，航空学；飞机制造业,,,CET6-Lesson5
915,5,transmission,,n. 播送；传送，传染,,,CET6-Lesson5
916,5,distort,,vt. 歪曲；扭曲；曲解 vi. 变形,,,CET6-Lesson5
917,5,accent,,n. 口音；重音 vt. 重读,,,CET6-Lesson5
918,5,vital,,a. 生死攸关的；有生命的；极其重要的；充满生机的,,,CET6-Lesson5
919,5,descend,,vi. 下来；（from）起源（于）； （on）袭击；（to）把身份降至 vt. 走下,,,CET6-Lesson5
920,5,confirm,,vt. 证实；确认；批准,,,CET6-Lesson5
921,5,altitude,,n. 高度；（pl.）高处,,,CET6-Lesson5
922,5,communicate,,vi. 交流，交际，通讯；连接，相通 vt. 传达，传播；传染,,,CET6-Lesson5
923,5,accurate,,a. 正确无误的，精确的，准确的,,,CET6-Lesson5
924,5,utmost,,a. 极度的，最大的 n. 极限,,,CET6-Lesson5
925,5,publication,,n. 出版；出版物；发表,,,CET6-Lesson5
926,5,critic,,n. 批评家，评论家,,,CET6-Lesson5
927,5,discipline,,n. 纪律；训练；惩罚；学科 vt. 训练，训导；惩罚,,,CET6-Lesson5
928,5,expel,,vt. 把…开除；驱逐；排出,,,CET6-Lesson5
929,5,grieve,,"vi. （for, over）感到悲痛，伤心 vt. 使伤心，为…而伤心",,,CET6-Lesson5
930,5,suicide,,n. 自杀；自取灭亡,,,CET6-Lesson5
931,5,literacy,,n. 识字，有文化，读写能力,,,CET6-Lesson5
932,5,alphabet,,n. 字母表,,,CET6-Lesson5
933,5,represent,,vt. 作为…的代表（或代理）； 表示，象征；描绘，表现,,,CET6-Lesson5
934,5,combine,,v. 结合，联合，化合,,,CET6-Lesson5
935,5,weed,,n. 杂草，野草 v. 除草,,,CET6-Lesson5
936,5,fertilizer,,n. 肥料,,,CET6-Lesson5
937,5,shortage,,n. 不足，缺少,,,CET6-Lesson5
938,5,dependent,,"a. （on, upon）依靠的，依赖的；取决于…的",,,CET6-Lesson5
939,5,bloom,,n. 花；开花（期）；青春焕发（的时期） vi. 开花,,,CET6-Lesson5
940,5,accelerate,,v. （使）加快,,,CET6-Lesson5
941,5,wisdom,,n. 明智；智慧,,,CET6-Lesson5
942,5,acquisition,,n. 取得；获得物,,,CET6-Lesson5
943,5,insight,,n. 洞察力，洞悉,,,CET6-Lesson5
944,5,cognitive,,a. 认知的，认识能力的,,,CET6-Lesson5
945,5,distress,,n. 痛苦，贫苦，危难vt. 使痛苦,,,CET6-Lesson5
946,5,bless,,vt. （with）使有幸得到；为…祈神赐福（或保佑）,,,CET6-Lesson5
947,5,agony,,n. （极度的）痛苦，创痛,,,CET6-Lesson5
948,5,stuff,,n. 原料，材料 vt. 填进，塞满；让…吃饱,,,CET6-Lesson5
